Region,Department,Employment_type,Age,UserLanguage,is_synthetic,RespondentID
Drenthe,Data & Analytics,<3 year,55+,NL,1,a8577ea5
Limburg,Procurement,10-20 year,55+,NL,1,f4d324cb
Gelderland,Operations,>20 year,25-35,NL,1,80b9d0e2
Zuid-Holland,Marketing,<3 year,<25,NL,1,3c65ba16
Zuid-Holland,Maintenance & Management,3-10 year,<25,NL,1,b905fdc8
Flevoland,Marketing,>20 year,45-55,NL,1,47117191
Flevoland,ICT,>20 year,<25,NL,1,d104d4cb
Friesland,Operations,3-10 year,45-55,NL,1,045ccefc
Noord-Holland,HR,3-10 year,35-45,NL,1,b1b35a47
Overijssel,Klantenservice,3-10 year,35-45,NL,1,a410904f
Drenthe,Klantenservice,10-20 year,<25,NL,1,25c447a3
Zuid-Holland,Research & Development,3-10 year,45-55,NL,1,edcdb0cc
Utrecht,Projectmanagement,10-20 year,<25,NL,1,a8025441
Gelderland,Research & Development,<3 year,<25,NL,1,4bc633ea
Zeeland,HR,<3 year,25-35,NL,1,373915df
Friesland,Research & Development,10-20 year,25-35,NL,1,042cd8c1
Limburg,Procurement,>20 year,45-55,NL,1,1382f07a
Noord-Holland,Klantenservice,3-10 year,<25,NL,1,1aa3331e
Gelderland,Data & Analytics,10-20 year,45-55,NL,1,e04a2517
Gelderland,Marketing,<3 year,55+,NL,1,46391fc9
Gelderland,Marketing,3-10 year,<25,NL,1,8bccd5d3
Zuid-Holland,HR,10-20 year,<25,NL,1,02574aa8
Limburg,Communication,3-10 year,55+,NL,1,84024581
Gelderland,Data & Analytics,>20 year,55+,NL,1,417e698e
Flevoland,Research & Development,10-20 year,<25,NL,1,44158099
Overijssel,HR,>20 year,45-55,NL,1,41044c42
Limburg,Finance,10-20 year,25-35,NL,1,581a9b19
Limburg,Klantenservice,<3 year,45-55,NL,1,993d94ef
Zeeland,Communication,>20 year,45-55,NL,1,51916a6e
Noord-Holland,Operations,3-10 year,35-45,NL,1,4186faac
Overijssel,Procurement,<3 year,25-35,NL,1,2107f7e8
Drenthe,HR,>20 year,55+,NL,1,b6d04699
Limburg,Research & Development,3-10 year,35-45,NL,1,26745afc
Friesland,Finance,>20 year,<25,NL,1,7269b7e5
Friesland,Research & Development,3-10 year,25-35,NL,1,1b7065a0
Noord-Holland,Marketing,3-10 year,<25,NL,1,62df232d
Zuid-Holland,Finance,3-10 year,25-35,NL,1,1f86ba15
Zeeland,Maintenance & Management,<3 year,25-35,NL,1,1199b27b
Utrecht,Sales,<3 year,<25,NL,1,5d66391e
Overijssel,Maintenance & Management,<3 year,<25,NL,1,9bb06c5b
Limburg,Communication,>20 year,<25,NL,1,b6e0fb4d
Utrecht,Data & Analytics,3-10 year,35-45,NL,1,6b0b4d58
Overijssel,Klantenservice,<3 year,35-45,NL,1,5456f806
Utrecht,Communication,3-10 year,55+,NL,1,08effe65
Flevoland,Procurement,10-20 year,45-55,NL,1,bf29d12d
Overijssel,Research & Development,10-20 year,<25,NL,1,c08f9e62
Drenthe,Maintenance & Management,>20 year,<25,NL,1,8088e2b0
Drenthe,Klantenservice,>20 year,35-45,NL,1,951d2c55
Gelderland,Data & Analytics,10-20 year,<25,NL,1,855f4f35
Zeeland,Strategy & Innovation,>20 year,55+,NL,1,4613eb9c
Zuid-Holland,Marketing,10-20 year,25-35,NL,1,08659cc7
Noord-Holland,Klantenservice,>20 year,25-35,NL,1,bfcafcc7
Friesland,Data & Analytics,<3 year,35-45,NL,1,9465e903
Friesland,HR,<3 year,<25,NL,1,7a5e7134
Utrecht,Data & Analytics,10-20 year,45-55,NL,1,7321d392
Limburg,Klantenservice,<3 year,<25,NL,1,c4134abd
Zeeland,Finance,<3 year,25-35,NL,1,398e329d
Drenthe,Operations,3-10 year,45-55,NL,1,a34c3dcd
Limburg,Projectmanagement,3-10 year,55+,NL,1,c047ff5f
Drenthe,Strategy & Innovation,3-10 year,25-35,NL,1,50e32707
Zuid-Holland,Procurement,10-20 year,45-55,NL,1,6db520d8
Zeeland,Research & Development,<3 year,35-45,NL,1,8924a375
Noord-Holland,Data & Analytics,>20 year,45-55,NL,1,28bbc488
Zeeland,Supply Chain,10-20 year,55+,NL,1,1f1c3400
Utrecht,Marketing,10-20 year,<25,NL,1,67e26f81
Flevoland,Research & Development,<3 year,35-45,NL,1,6f8ef956
Zuid-Holland,Communication,<3 year,35-45,NL,1,5f411267
Noord-Holland,Sales,10-20 year,35-45,NL,1,c17dbc68
Limburg,Projectmanagement,>20 year,45-55,NL,1,aa49204c
Friesland,Supply Chain,10-20 year,55+,NL,1,65c796eb
Utrecht,Finance,>20 year,35-45,NL,1,76775786
Noord-Holland,Supply Chain,<3 year,25-35,NL,1,3bc5f438
Overijssel,Projectmanagement,<3 year,25-35,NL,1,d8455ee0
Friesland,Sales,10-20 year,25-35,NL,1,01cbbd0f
Limburg,Finance,>20 year,35-45,NL,1,bb57df87
Zeeland,Data & Analytics,3-10 year,55+,NL,1,73801f37
Overijssel,Klantenservice,3-10 year,<25,NL,1,f39b40ff
Zeeland,Procurement,>20 year,35-45,NL,1,ef150272
Friesland,Data & Analytics,10-20 year,25-35,NL,1,b29de259
Zeeland,Sustainability,>20 year,25-35,NL,1,7edf7bf7
Zeeland,Operations,>20 year,<25,NL,1,4448c23b
Friesland,Sales,10-20 year,35-45,NL,1,88a7bc44
Noord-Holland,Quality & Safety,10-20 year,35-45,NL,1,63023220
Overijssel,Communication,3-10 year,<25,NL,1,4530306d
Noord-Holland,Maintenance & Management,<3 year,25-35,NL,1,bc283803
Utrecht,Communication,3-10 year,25-35,NL,1,88bf8f3f
Zuid-Holland,Research & Development,<3 year,25-35,NL,1,1d49c056
Overijssel,Sales,<3 year,<25,NL,1,11545c0d
Overijssel,Klantenservice,<3 year,45-55,NL,1,f953b06e
Zeeland,Operations,10-20 year,45-55,NL,1,2e64d8b5
Gelderland,Operations,10-20 year,<25,NL,1,77504ba8
Overijssel,Data & Analytics,<3 year,35-45,NL,1,fa9898ad
Limburg,HR,10-20 year,35-45,NL,1,25f36e61
Gelderland,Communication,10-20 year,55+,NL,1,6faa8c81
Flevoland,Marketing,10-20 year,<25,NL,1,5.62E+168
Limburg,Finance,>20 year,45-55,NL,1,62709388
Utrecht,Finance,10-20 year,45-55,NL,1,97428081
Limburg,Maintenance & Management,10-20 year,<25,NL,1,cba180bf
Limburg,Klantenservice,3-10 year,25-35,NL,1,a23ec422
Flevoland,Sales,>20 year,<25,NL,1,d00778ac
Utrecht,Sales,3-10 year,55+,NL,1,edd07e1a
Friesland,Supply Chain,3-10 year,55+,NL,1,d6f03924
Zeeland,HR,>20 year,55+,NL,1,cf135be2
Gelderland,Quality & Safety,3-10 year,<25,NL,1,d03f0e0a
Friesland,Klantenservice,>20 year,45-55,NL,1,04f47b96
Gelderland,Strategy & Innovation,10-20 year,35-45,NL,1,548843d2
Utrecht,HR,10-20 year,35-45,NL,1,adf2c439
Limburg,Data & Analytics,3-10 year,45-55,NL,1,cfb871bc
Zuid-Holland,Maintenance & Management,<3 year,45-55,NL,1,55b559b0
Overijssel,Quality & Safety,>20 year,35-45,NL,1,9d73d105
Gelderland,Operations,>20 year,55+,NL,1,0df31a39
Overijssel,Projectmanagement,3-10 year,25-35,NL,1,53fef7c2
Noord-Holland,Projectmanagement,3-10 year,45-55,NL,1,84e59572
Drenthe,Communication,>20 year,45-55,NL,1,5dd6aff5
Gelderland,Quality & Safety,10-20 year,35-45,NL,1,8a1b3e75
Noord-Holland,Data & Analytics,3-10 year,35-45,NL,1,a154276a
Limburg,Data & Analytics,>20 year,25-35,NL,1,645fbe83
Zeeland,Research & Development,10-20 year,55+,NL,1,6496dcd3
Friesland,HR,<3 year,55+,NL,1,a9210789
Friesland,HR,10-20 year,25-35,NL,1,66f3dd0d
Flevoland,Operations,10-20 year,45-55,NL,1,d877de96
Drenthe,Operations,10-20 year,55+,NL,1,8892678d
Flevoland,Research & Development,10-20 year,55+,NL,1,93aa5d8d
Friesland,Maintenance & Management,10-20 year,55+,NL,1,ebf4fea8
Friesland,Klantenservice,<3 year,45-55,NL,1,a1fef0d9
Utrecht,Quality & Safety,3-10 year,45-55,NL,1,33a3e0e2
Gelderland,ICT,10-20 year,<25,NL,1,9c789c3b
Flevoland,Sustainability,3-10 year,35-45,NL,1,1b153d6d
Flevoland,Supply Chain,>20 year,<25,NL,1,9ee8e84e
Utrecht,ICT,10-20 year,35-45,NL,1,9033ded2
Drenthe,Procurement,>20 year,45-55,NL,1,1c8131aa
Limburg,Finance,<3 year,25-35,NL,1,a418a9dd
Utrecht,Procurement,10-20 year,<25,NL,1,e940e596
Zeeland,Supply Chain,3-10 year,55+,NL,1,a1f0955b
Flevoland,Marketing,10-20 year,35-45,NL,1,5d956d81
Limburg,Projectmanagement,<3 year,<25,NL,1,b25f11c3
Noord-Holland,Research & Development,3-10 year,<25,NL,1,1f504086
Overijssel,HR,3-10 year,<25,NL,1,935c5ff3
Utrecht,Operations,>20 year,35-45,NL,1,f7171322
Noord-Holland,Quality & Safety,>20 year,55+,NL,1,7e26c013
Drenthe,HR,<3 year,<25,NL,1,40bab88d
Gelderland,Procurement,3-10 year,25-35,NL,1,edbd1208
Flevoland,Finance,10-20 year,25-35,NL,1,cf516d70
Zuid-Holland,Strategy & Innovation,3-10 year,<25,NL,1,c17944c1
Limburg,Strategy & Innovation,>20 year,25-35,NL,1,0c0f3672
Overijssel,Data & Analytics,>20 year,45-55,NL,1,53cdeba4
Friesland,Finance,10-20 year,55+,NL,1,9af2a383
Gelderland,Projectmanagement,3-10 year,35-45,NL,1,4f5a062f
Gelderland,Strategy & Innovation,3-10 year,45-55,NL,1,a968f183
Zuid-Holland,Klantenservice,10-20 year,35-45,NL,1,a94ccfcc
Friesland,ICT,3-10 year,25-35,NL,1,2d8ccd5b
Drenthe,HR,10-20 year,55+,NL,1,c9f6e8ba
Zeeland,Supply Chain,>20 year,55+,NL,1,0965e896
Flevoland,Maintenance & Management,<3 year,25-35,NL,1,0925638a
Utrecht,Operations,10-20 year,45-55,NL,1,9f9c506a
Flevoland,ICT,10-20 year,35-45,NL,1,8ddf5d2c
Limburg,ICT,3-10 year,25-35,NL,1,3ef87cf2
Overijssel,Research & Development,3-10 year,25-35,NL,1,47eb9d27
Drenthe,ICT,10-20 year,25-35,NL,1,14754006
Zuid-Holland,Research & Development,3-10 year,25-35,NL,1,5eb4a97c
Noord-Holland,Klantenservice,>20 year,45-55,NL,1,52647a2c
Utrecht,Sustainability,3-10 year,25-35,NL,1,b3d80835
Flevoland,Supply Chain,<3 year,<25,NL,1,881095d4
Utrecht,Maintenance & Management,>20 year,55+,NL,1,4fa3f049
Flevoland,Maintenance & Management,>20 year,45-55,NL,1,84e0c172
Friesland,Supply Chain,>20 year,25-35,NL,1,e4796e4f
Flevoland,Projectmanagement,10-20 year,25-35,NL,1,dc1de528
Flevoland,HR,<3 year,55+,NL,1,70aa7642
Zeeland,HR,10-20 year,55+,NL,1,21de3667
Noord-Holland,Quality & Safety,>20 year,45-55,NL,1,b5bba211
Noord-Holland,HR,>20 year,45-55,NL,1,a4c9f2b2
Drenthe,Maintenance & Management,10-20 year,45-55,NL,1,55c7099e
Zeeland,Research & Development,3-10 year,<25,NL,1,99794b3e
Zeeland,Klantenservice,<3 year,45-55,NL,1,de66b57c
Drenthe,Finance,10-20 year,35-45,NL,1,b4d967ed
Zeeland,Communication,3-10 year,<25,NL,1,9723b08d
Gelderland,Klantenservice,<3 year,<25,NL,1,6438042a
Flevoland,Data & Analytics,<3 year,35-45,NL,1,c6561be2
Flevoland,Communication,>20 year,55+,NL,1,c2bf4686
Drenthe,Supply Chain,>20 year,25-35,NL,1,e9a624a6
Noord-Holland,Sales,3-10 year,45-55,NL,1,6709849f
Utrecht,Operations,<3 year,45-55,NL,1,b8d0814e
Gelderland,Supply Chain,<3 year,45-55,NL,1,d1e5e4a5
Zeeland,Quality & Safety,10-20 year,<25,NL,1,dd775a6c
Zeeland,Strategy & Innovation,<3 year,25-35,NL,1,6719ca30
Zeeland,Finance,>20 year,45-55,NL,1,8e43412c
Overijssel,Supply Chain,<3 year,25-35,NL,1,303eb9ee
Gelderland,Sustainability,10-20 year,45-55,NL,1,e76cd082
Utrecht,Strategy & Innovation,10-20 year,35-45,NL,1,2dd490d6
Zuid-Holland,Quality & Safety,3-10 year,<25,NL,1,9dd6a6d9
Limburg,Operations,<3 year,35-45,NL,1,55f80976
Drenthe,Supply Chain,10-20 year,35-45,NL,1,a92cfa83
Limburg,Marketing,3-10 year,25-35,NL,1,38ff8760
Noord-Holland,Communication,<3 year,45-55,NL,1,44748a1d
Friesland,Supply Chain,>20 year,<25,NL,1,bab5cdb4
Limburg,Sales,>20 year,45-55,NL,1,ce56864a
Friesland,Projectmanagement,>20 year,45-55,NL,1,aa03b52a
Overijssel,Operations,10-20 year,35-45,NL,1,243c3282
Zuid-Holland,Supply Chain,<3 year,25-35,NL,1,f727638a
Gelderland,Communication,3-10 year,<25,NL,1,43b08468
Zuid-Holland,Maintenance & Management,>20 year,25-35,NL,1,3ffd8f3b
Noord-Holland,Data & Analytics,3-10 year,<25,NL,1,564fdc9a
Drenthe,Procurement,>20 year,<25,NL,1,99d30b61
Utrecht,Research & Development,10-20 year,45-55,NL,1,836d0717
Gelderland,Sales,<3 year,35-45,NL,1,4745c569
Limburg,Operations,10-20 year,45-55,NL,1,503c2693
Noord-Holland,Sustainability,>20 year,45-55,NL,1,72a3bfe3
Utrecht,Klantenservice,<3 year,35-45,NL,1,00aa6419
Overijssel,Maintenance & Management,10-20 year,55+,NL,1,8792496b
Gelderland,Communication,10-20 year,<25,NL,1,6517e901
Overijssel,Marketing,>20 year,45-55,NL,1,d5e707a6
Gelderland,Finance,<3 year,55+,NL,1,8a87839d
Utrecht,Maintenance & Management,3-10 year,25-35,NL,1,df4c7449
Gelderland,Procurement,<3 year,45-55,NL,1,d5b805a6
Zuid-Holland,Marketing,10-20 year,35-45,NL,1,ba7f7c0f
Drenthe,Quality & Safety,3-10 year,35-45,NL,1,1501d86a
Zuid-Holland,Sales,3-10 year,55+,NL,1,3122ee48
Noord-Holland,Procurement,>20 year,35-45,NL,1,80b48048
Overijssel,Maintenance & Management,3-10 year,55+,NL,1,73770972
Zeeland,Sales,>20 year,45-55,NL,1,b06824fb
Limburg,HR,<3 year,45-55,NL,1,21026150
Utrecht,Quality & Safety,10-20 year,45-55,NL,1,9bd8b828
Drenthe,Projectmanagement,>20 year,<25,NL,1,0ff93370
Limburg,Procurement,<3 year,<25,NL,1,d2fa04ac
Gelderland,Strategy & Innovation,<3 year,45-55,NL,1,032bc7a4
Zuid-Holland,Marketing,<3 year,55+,NL,1,2711db76
Friesland,Projectmanagement,10-20 year,25-35,NL,1,9178d1fa
Gelderland,Finance,3-10 year,<25,NL,1,80be202d
Noord-Holland,Maintenance & Management,10-20 year,45-55,NL,1,897b1945
Limburg,Strategy & Innovation,>20 year,35-45,NL,1,a0509b80
Limburg,Research & Development,3-10 year,<25,NL,1,4804a447
Limburg,Sales,10-20 year,45-55,NL,1,e98d7d0d
Drenthe,Finance,<3 year,35-45,NL,1,6d2223f4
Drenthe,Sustainability,>20 year,45-55,NL,1,4d323ff7
Drenthe,ICT,>20 year,55+,NL,1,2d563777
Gelderland,Strategy & Innovation,<3 year,55+,NL,1,7853d775
Overijssel,Projectmanagement,<3 year,<25,NL,1,683efcf3
Zeeland,HR,>20 year,35-45,NL,1,7a458c3c
Flevoland,Research & Development,3-10 year,55+,NL,1,8b6931f4
Noord-Holland,HR,10-20 year,35-45,NL,1,c8e4617c
Friesland,Operations,3-10 year,35-45,NL,1,64168271
Utrecht,Quality & Safety,>20 year,35-45,NL,1,2a19255f
Noord-Holland,Supply Chain,<3 year,45-55,NL,1,cb089353
Limburg,Procurement,<3 year,35-45,NL,1,323c8694
Utrecht,Sustainability,10-20 year,<25,NL,1,4b67cf51
Friesland,Research & Development,10-20 year,<25,NL,1,41197139
Gelderland,Operations,10-20 year,55+,NL,1,0f52a230
Overijssel,Supply Chain,>20 year,<25,NL,1,9f8712f9
Zuid-Holland,Klantenservice,3-10 year,35-45,NL,1,6f839f21
Limburg,Strategy & Innovation,<3 year,<25,NL,1,1e2c6bbd
Limburg,Strategy & Innovation,10-20 year,35-45,NL,1,aafa41fc
Zeeland,Operations,10-20 year,35-45,NL,1,d445c339
Friesland,Strategy & Innovation,3-10 year,<25,NL,1,3ab6aa80
Zeeland,Klantenservice,<3 year,55+,NL,1,923db707
Utrecht,Klantenservice,10-20 year,35-45,NL,1,d65e5621
Zeeland,Research & Development,3-10 year,25-35,NL,1,31efb68c
Drenthe,Sustainability,3-10 year,55+,NL,1,79fb3562
Zuid-Holland,Projectmanagement,>20 year,55+,NL,1,efa0f2dd
Gelderland,Klantenservice,<3 year,25-35,NL,1,3894f0b6
Drenthe,Communication,10-20 year,25-35,NL,1,bec46a97
Limburg,Supply Chain,10-20 year,35-45,NL,1,1eb4c76b
Zuid-Holland,Communication,<3 year,55+,NL,1,3927936
Limburg,Finance,>20 year,<25,NL,1,88dff23b
Friesland,Finance,10-20 year,25-35,NL,1,5bd92d87
Gelderland,Communication,3-10 year,25-35,NL,1,6521daec
Utrecht,Strategy & Innovation,3-10 year,55+,NL,1,98f87c54
Utrecht,Projectmanagement,10-20 year,45-55,NL,1,786932d5
Zuid-Holland,Procurement,<3 year,25-35,NL,1,c0a0ce18
Zeeland,Communication,10-20 year,55+,NL,1,d2aef0a4
Zeeland,Strategy & Innovation,10-20 year,<25,NL,1,36c3f63c
Overijssel,ICT,<3 year,25-35,NL,1,9f887f1b
Gelderland,Communication,<3 year,35-45,NL,1,4e943ed9
Flevoland,Strategy & Innovation,<3 year,35-45,NL,1,2fd6de7f
Gelderland,Quality & Safety,>20 year,35-45,NL,1,2dd6412f
Utrecht,ICT,10-20 year,<25,NL,1,fbe963c6
Overijssel,Projectmanagement,10-20 year,45-55,NL,1,0a0fca2c
Drenthe,Sustainability,<3 year,25-35,NL,1,ff3e8d46
Gelderland,HR,>20 year,55+,NL,1,cba37a7e
Limburg,Sales,<3 year,55+,NL,1,8cfc4444
Overijssel,Sustainability,10-20 year,<25,NL,1,22228800
Drenthe,ICT,>20 year,45-55,NL,1,c60cb429
Friesland,Data & Analytics,<3 year,45-55,NL,1,8ce5ca1c
Overijssel,Quality & Safety,10-20 year,35-45,NL,1,60716d09
Friesland,Sales,10-20 year,<25,NL,1,e2e3d696
Drenthe,Research & Development,10-20 year,35-45,NL,1,3139968c
Noord-Holland,Communication,<3 year,55+,NL,1,d3f8d780
Drenthe,Sales,<3 year,<25,NL,1,3f98ff44
Limburg,Sustainability,>20 year,25-35,NL,1,c45e798a
Overijssel,Supply Chain,<3 year,45-55,NL,1,d882a35d
Zeeland,Communication,<3 year,<25,NL,1,2f31f099
Zeeland,Research & Development,>20 year,<25,NL,1,41c58f65
Zeeland,HR,<3 year,<25,NL,1,79b1a1e9
Gelderland,Operations,3-10 year,35-45,NL,1,1fb77461
Limburg,Maintenance & Management,3-10 year,45-55,NL,1,a5f13ce4
Utrecht,Projectmanagement,>20 year,35-45,NL,1,5510aff4
Drenthe,ICT,3-10 year,45-55,NL,1,e950e779
Utrecht,Quality & Safety,3-10 year,25-35,NL,1,d2df7cc8
Noord-Holland,Sustainability,<3 year,35-45,NL,1,1d590074
Drenthe,Research & Development,10-20 year,45-55,NL,1,8c0e8e98
Limburg,Strategy & Innovation,<3 year,55+,NL,1,56e0af9d
Drenthe,Quality & Safety,3-10 year,25-35,NL,1,c828337a
Zuid-Holland,Operations,>20 year,45-55,NL,1,73fc02f1
Zuid-Holland,Data & Analytics,>20 year,55+,NL,1,4131bdf2
Utrecht,Communication,3-10 year,35-45,NL,1,e8f43674
Drenthe,ICT,>20 year,<25,NL,1,dfd2ef2f
Limburg,Marketing,>20 year,<25,NL,1,3c5f4c54
Overijssel,Communication,<3 year,55+,NL,1,7e4352a4
Zeeland,Supply Chain,>20 year,25-35,NL,1,59d97104
Zeeland,Supply Chain,3-10 year,35-45,NL,1,e4390acd
Utrecht,Finance,3-10 year,45-55,NL,1,90902866
Utrecht,Procurement,<3 year,35-45,NL,1,299cc734
Gelderland,Communication,>20 year,35-45,NL,1,b957451f
Gelderland,Operations,3-10 year,55+,NL,1,323ffada
Zuid-Holland,Klantenservice,<3 year,25-35,NL,1,6925de4c
Flevoland,Supply Chain,10-20 year,25-35,NL,1,8.23E+41
Limburg,Finance,3-10 year,55+,NL,1,e51d7914
Noord-Holland,Klantenservice,>20 year,<25,NL,1,3a120715
Noord-Holland,Quality & Safety,3-10 year,45-55,NL,1,b88d54d0
Flevoland,HR,10-20 year,<25,NL,1,9b035ee9
Noord-Holland,Operations,<3 year,55+,NL,1,cb2fbc2f
Limburg,Operations,3-10 year,45-55,NL,1,1bc3c471
Overijssel,Sustainability,>20 year,25-35,NL,1,54c586df
Limburg,HR,3-10 year,25-35,NL,1,9345809e
Friesland,Strategy & Innovation,10-20 year,25-35,NL,1,aa9af560
Zeeland,Operations,<3 year,25-35,NL,1,4eed9405
Drenthe,Quality & Safety,>20 year,25-35,NL,1,9473b31a
Flevoland,Operations,3-10 year,35-45,NL,1,e2cea72c
Drenthe,Operations,10-20 year,<25,NL,1,b424e556
Noord-Holland,Communication,3-10 year,<25,NL,1,9492775d
Utrecht,Research & Development,10-20 year,35-45,NL,1,6f0edf5c
Gelderland,Marketing,<3 year,<25,NL,1,667fabf0
Friesland,Research & Development,>20 year,55+,NL,1,6a1df535
Overijssel,Sustainability,10-20 year,35-45,NL,1,99bb2e45
Utrecht,Data & Analytics,>20 year,<25,NL,1,95c4fdb0
Gelderland,HR,10-20 year,25-35,NL,1,c4f94b4e
Gelderland,HR,>20 year,45-55,NL,1,c33fb2bb
Flevoland,Strategy & Innovation,<3 year,<25,NL,1,3a3b3d80
Friesland,Procurement,>20 year,25-35,NL,1,53bb7e3a
Zuid-Holland,Projectmanagement,<3 year,55+,NL,1,d40aef51
Zeeland,Sustainability,10-20 year,35-45,NL,1,6f702665
Drenthe,Finance,3-10 year,55+,NL,1,96691f61
Friesland,Finance,<3 year,55+,NL,1,81eb77db
Gelderland,Research & Development,>20 year,55+,NL,1,de3bcce6
Drenthe,Finance,>20 year,55+,NL,1,036ec084
Zuid-Holland,Operations,10-20 year,35-45,NL,1,275af792
Drenthe,Research & Development,>20 year,<25,NL,1,7e3fb2cc
Friesland,Maintenance & Management,<3 year,45-55,NL,1,208bde7c
Utrecht,Sales,3-10 year,35-45,NL,1,ec0f2ba8
Zeeland,Maintenance & Management,>20 year,35-45,NL,1,40360160
Flevoland,ICT,3-10 year,25-35,NL,1,7c963fbe
Friesland,Supply Chain,10-20 year,<25,NL,1,30d5438c
Flevoland,Procurement,>20 year,<25,NL,1,433df982
Utrecht,Marketing,<3 year,55+,NL,1,f1df7978
Noord-Holland,HR,10-20 year,45-55,NL,1,f73c357a
Gelderland,Supply Chain,3-10 year,<25,NL,1,6dc5843c
Limburg,Sales,<3 year,25-35,NL,1,3f7376b8
Drenthe,Klantenservice,<3 year,35-45,NL,1,3cd1b5c8
Gelderland,Maintenance & Management,10-20 year,25-35,NL,1,7822fc07
Noord-Holland,Finance,<3 year,<25,NL,1,dfd1e310
Friesland,Quality & Safety,<3 year,55+,NL,1,2cee85d8
Drenthe,Procurement,3-10 year,45-55,NL,1,da3e3197
Gelderland,Finance,10-20 year,55+,NL,1,593dd076
Zuid-Holland,Klantenservice,<3 year,35-45,NL,1,4deaf86b
Zuid-Holland,Sales,3-10 year,45-55,NL,1,8c950810
Zeeland,Quality & Safety,3-10 year,55+,NL,1,7.01E+06
Drenthe,Projectmanagement,>20 year,25-35,NL,1,2ce095ff
Utrecht,Data & Analytics,>20 year,55+,NL,1,c6cdf086
Flevoland,Strategy & Innovation,<3 year,45-55,NL,1,a99a2a0f
Flevoland,Data & Analytics,10-20 year,45-55,NL,1,e869b24a
Utrecht,Strategy & Innovation,10-20 year,<25,NL,1,6212b67a
Drenthe,Communication,>20 year,55+,NL,1,45612922
Drenthe,Sustainability,3-10 year,35-45,NL,1,ef0de6c9
Zeeland,Procurement,10-20 year,35-45,NL,1,6bf593a8
Flevoland,Maintenance & Management,>20 year,55+,NL,1,65c29ece
Overijssel,Marketing,3-10 year,45-55,NL,1,a6441391
Drenthe,Maintenance & Management,3-10 year,45-55,NL,1,51ec3bcd
Utrecht,Marketing,>20 year,45-55,NL,1,219821f3
Drenthe,Maintenance & Management,>20 year,45-55,NL,1,9bc48599
Overijssel,Research & Development,<3 year,<25,NL,1,40f47f12
Noord-Holland,Quality & Safety,>20 year,<25,NL,1,2f7e32d0
Drenthe,Projectmanagement,10-20 year,45-55,NL,1,6e751f17
Noord-Holland,Sales,<3 year,45-55,NL,1,11f59ff8
Friesland,Projectmanagement,<3 year,25-35,NL,1,731f5c56
Zeeland,ICT,3-10 year,35-45,NL,1,8bea6a1f
Gelderland,Maintenance & Management,>20 year,<25,NL,1,70cd666d
Gelderland,Communication,10-20 year,25-35,NL,1,a764dc98
Zuid-Holland,Communication,3-10 year,45-55,NL,1,3b057e7e
Friesland,Sales,10-20 year,45-55,NL,1,9a41899b
Zeeland,HR,10-20 year,25-35,NL,1,7625a1b5
Utrecht,Operations,10-20 year,55+,NL,1,0c72af3d
Utrecht,Procurement,10-20 year,25-35,NL,1,c0cac2c6
Utrecht,Sustainability,10-20 year,25-35,NL,1,7f59fe3f
Zeeland,Finance,3-10 year,<25,NL,1,d8dadc26
Friesland,Procurement,>20 year,35-45,NL,1,d88efe52
Gelderland,Projectmanagement,>20 year,55+,NL,1,86399019
Zeeland,Sales,3-10 year,<25,NL,1,f83b5d1c
Zeeland,Communication,10-20 year,35-45,NL,1,27615019
Zuid-Holland,Klantenservice,<3 year,55+,NL,1,be65d9ce
Overijssel,Marketing,10-20 year,55+,NL,1,1c9dd3cc
Zeeland,Supply Chain,<3 year,55+,NL,1,fc0ad26e
Drenthe,Projectmanagement,3-10 year,<25,NL,1,d06679b7
Noord-Holland,Procurement,3-10 year,45-55,NL,1,dd8ed749
Zuid-Holland,Maintenance & Management,<3 year,<25,NL,1,10dd75b2
Drenthe,Projectmanagement,3-10 year,25-35,NL,1,71921c4f
Noord-Holland,Maintenance & Management,<3 year,45-55,NL,1,dd1c7306
Drenthe,Operations,3-10 year,55+,NL,1,81a51b53
Drenthe,HR,>20 year,45-55,NL,1,31a1c0f2
Noord-Holland,Klantenservice,10-20 year,55+,NL,1,510c1a77
Overijssel,Procurement,>20 year,45-55,NL,1,7b9a4fad
Limburg,Procurement,>20 year,25-35,NL,1,ff12be7e
Gelderland,Research & Development,<3 year,35-45,NL,1,7ffb3136
Overijssel,Sustainability,10-20 year,55+,NL,1,e2ab8e00
Noord-Holland,HR,3-10 year,<25,NL,1,3955b2c4
Zuid-Holland,Supply Chain,>20 year,25-35,NL,1,7301e9ab
Drenthe,ICT,<3 year,<25,NL,1,9f6474de
Utrecht,Sales,<3 year,35-45,NL,1,a99d1715
Zeeland,Projectmanagement,<3 year,55+,NL,1,a14ff764
Limburg,Research & Development,<3 year,<25,NL,1,5bbc1e5a
Zuid-Holland,Supply Chain,10-20 year,55+,NL,1,2736f841
Friesland,Communication,10-20 year,55+,NL,1,563dae53
Drenthe,Research & Development,10-20 year,25-35,NL,1,12b16816
Utrecht,Strategy & Innovation,10-20 year,45-55,NL,1,32b6633b
Zeeland,Strategy & Innovation,3-10 year,45-55,NL,1,4d720c0e
Flevoland,Marketing,<3 year,55+,NL,1,256bff43
Flevoland,Marketing,>20 year,25-35,NL,1,c4145f2f
Drenthe,Sustainability,3-10 year,<25,NL,1,91a9c723
Gelderland,Klantenservice,3-10 year,<25,NL,1,bae9fc83
